Student ID,First Name,Last Name,Year of Enrollment,Year of Graduation,Dropout Year,Major,SAT Scores,Household Income,Pell Grant Status,White
8683,John,Brown,2016,,,STEM,892,85862,0,1
8684,Tom,Johnson,2000,,,STEM,1115,63251,0,1
8685,Mike,Miller,2009,,,STEM,1328,40775,1,1
8686,Alice,Miller,2003,,2005,STEM,979,103797,0,1
8687,Sara,Jones,2003,,2006,STEM,948,37694,1,1
8688,John,Jones,2017,,,STEM,1116,40855,1,1
8689,Sara,Williams,2022,,2024,Non-STEM,1468,52746,1,0
8690,Alice,Brown,2012,,,STEM,1600,69810,0,0
8691,Tom,Johnson,2004,,2007,STEM,1186,63908,0,0
8692,Alice,Jones,2004,,2006,Non-STEM,1049,82557,0,1
8693,Alice,Brown,2022,,2024,STEM,776,113936,0,0
8694,Tom,Williams,2023,,2024,Non-STEM,1132,44492,1,0
8695,Mike,Miller,2011,,,Non-STEM,870,54437,1,0
8696,Jane,Smith,2002,,2005,Non-STEM,1011,73144,0,0
8697,Tom,Brown,2008,,,Non-STEM,909,112432,0,1
8698,Jane,Jones,2002,,2005,Non-STEM,1094,68795,0,0
8699,Sara,Miller,2011,,2013,Non-STEM,1511,86667,0,1
8700,Mike,Smith,2009,,,Non-STEM,1056,58488,1,0
8701,Jane,Smith,2018,,,Non-STEM,1210,43227,1,1
8702,Sara,Johnson,2004,,,STEM,1124,75809,0,1
8703,Alice,Brown,2015,,,STEM,1260,39689,1,0
8704,Tom,Miller,2006,,2007,Non-STEM,1081,101267,0,1
8705,Mike,Brown,2004,,,Non-STEM,947,123004,0,0
8706,John,Williams,2018,,,Non-STEM,1202,44669,1,1
8707,Jane,Johnson,2007,,,Non-STEM,1323,51735,1,1
8708,Tom,Brown,2018,,2020,Non-STEM,793,97980,0,1
8709,Mike,Williams,2010,,,Non-STEM,792,51001,1,0
8710,Sara,Johnson,2008,,2011,STEM,1293,52057,1,1
8711,Mike,Smith,2002,,2005,STEM,1325,88824,0,0
8712,Mike,Smith,2013,,,STEM,825,94882,0,1
8713,Sara,Johnson,2003,,,STEM,931,48962,1,1
8714,John,Johnson,2013,,,Non-STEM,652,105930,0,0
8715,Sara,Smith,2023,,,Non-STEM,1163,85650,0,1
8716,Mike,Johnson,2010,,2011,STEM,1302,94789,0,1
8717,John,Smith,2001,,,STEM,905,143412,0,1
8718,Sara,Williams,2017,,,Non-STEM,1084,10556,1,1
8719,Tom,Williams,2010,,2012,STEM,1002,70282,0,1
8720,Alice,Smith,2015,,2016,Non-STEM,1132,63795,0,0
8721,Tom,Brown,2018,,2021,Non-STEM,1193,31088,1,0
8722,Alice,Williams,2009,,2010,Non-STEM,1048,77980,0,1
8723,Jane,Johnson,2004,,,Non-STEM,1133,107339,0,1
8724,Jane,Brown,2008,,,STEM,989,46665,1,0
8725,Jane,Jones,2023,,2024,STEM,1141,89939,0,1
8726,Jane,Smith,2008,,,STEM,734,111708,0,1
8727,Tom,Miller,2015,,,Non-STEM,1078,22233,1,1
8728,Jane,Brown,2014,,2017,Non-STEM,1261,103934,0,1
8729,Sara,Smith,2009,,,STEM,1301,57114,1,1
8730,Sara,Johnson,2019,,,Non-STEM,1576,82478,0,0
8731,Mike,Brown,2004,,2005,STEM,1128,48143,1,1
8732,Jane,Jones,2021,,,Non-STEM,897,112133,0,0
8733,John,Smith,2013,,,Non-STEM,1047,57270,1,1
8734,Sara,Smith,2000,,,STEM,1281,52801,1,0
8735,John,Jones,2023,,,STEM,1087,81996,0,1
8736,Jane,Smith,2006,,2007,Non-STEM,1249,63795,0,1
8737,Mike,Johnson,2018,,,Non-STEM,1254,88763,0,1
8738,Sara,Brown,2004,,,STEM,901,136804,0,1
8739,Jane,Brown,2021,,,Non-STEM,1232,78029,0,1
8740,John,Smith,2001,,,STEM,987,127931,0,1
8741,Tom,Johnson,2001,,,Non-STEM,704,50581,1,0
8742,Tom,Miller,2000,,2003,Non-STEM,1121,23127,1,0
8743,Tom,Jones,2011,,2013,STEM,1162,101340,0,1
8744,Jane,Johnson,2006,,,STEM,1133,104801,0,0
8745,Sara,Williams,2000,,,STEM,800,114864,0,0
8746,Alice,Miller,2018,,,STEM,1122,77140,0,1
8747,Sara,Jones,2005,,,STEM,772,87255,0,1
8748,John,Jones,2022,,,Non-STEM,762,76529,0,0
8749,Jane,Miller,2021,,,Non-STEM,938,120560,0,0
8750,Jane,Smith,2005,,,STEM,991,90230,0,0
8751,John,Smith,2017,,,Non-STEM,1142,105131,0,0
8752,Tom,Miller,2005,,,STEM,777,37536,1,1
8753,Tom,Johnson,2004,,,STEM,1076,87151,0,1
8754,Jane,Johnson,2018,,2020,Non-STEM,886,124751,0,1
8755,Jane,Miller,2008,,,Non-STEM,1425,14033,1,1
8756,Tom,Johnson,2016,,,Non-STEM,1184,27570,1,1
8757,Mike,Williams,2023,,,Non-STEM,1021,76666,0,0
8758,Sara,Miller,2003,,2004,STEM,1335,116703,0,1
8759,Sara,Brown,2015,,2017,STEM,887,75559,0,1
8760,Sara,Williams,2011,,2012,STEM,969,37764,1,0
8761,Jane,Williams,2014,,,Non-STEM,790,77694,0,1
8762,Sara,Williams,2013,,,STEM,898,77476,0,1
8763,John,Smith,2009,,,STEM,1069,86133,0,0
8764,John,Williams,2009,,2012,STEM,872,98304,0,1
8765,Alice,Brown,2008,,,Non-STEM,1169,77171,0,1
8766,Jane,Miller,2023,,,Non-STEM,970,47818,1,0
8767,Alice,Johnson,2000,,,Non-STEM,1261,83006,0,1
8768,John,Johnson,2009,,,Non-STEM,1035,18581,1,0
8769,Sara,Brown,2012,,2015,STEM,735,141771,0,0
8770,Mike,Smith,2014,,,STEM,1253,8226,1,0
8771,Alice,Brown,2012,,2015,STEM,1371,62913,0,1
8772,Alice,Smith,2015,,2016,STEM,823,60366,0,1
8773,Tom,Miller,2000,,2002,Non-STEM,1019,112476,0,0
8774,Alice,Smith,2012,,2013,Non-STEM,944,47087,1,1
8775,Alice,Johnson,2001,,,STEM,1162,80352,0,1
8776,Mike,Jones,2023,,2026,Non-STEM,897,82123,0,0
8777,Alice,Miller,2000,,2003,Non-STEM,1245,132862,0,0
8778,Sara,Williams,2015,,2017,STEM,1011,63853,0,1
8779,Tom,Jones,2017,,,STEM,970,96706,0,0
8780,Jane,Brown,2019,,,STEM,623,45260,1,1
8781,Jane,Williams,2000,,2001,Non-STEM,892,32670,1,0
8782,Alice,Williams,2002,,2005,STEM,1151,55429,1,0
8783,Alice,Johnson,2015,,2018,Non-STEM,813,72358,0,0
8784,Jane,Smith,2013,,,Non-STEM,902,75104,0,1
8785,Mike,Johnson,2008,,2009,STEM,806,89556,0,1
8786,John,Brown,2011,,,Non-STEM,995,60079,0,1
8787,Mike,Williams,2004,,,Non-STEM,1094,31253,1,0
8788,Tom,Brown,2002,,,STEM,864,40852,1,1
8789,Sara,Jones,2023,,,STEM,816,98942,0,1
8790,Tom,Johnson,2000,,,STEM,1230,115493,0,1
8791,Tom,Williams,2022,,,STEM,858,84162,0,1
8792,Jane,Jones,2008,,2009,Non-STEM,1142,127885,0,1
8793,John,Jones,2011,,,Non-STEM,732,65177,0,0
8794,Sara,Williams,2022,,,Non-STEM,1358,55971,1,1
8795,Alice,Smith,2015,,,STEM,1002,62176,0,0
8796,Jane,Williams,2002,,,STEM,1022,53429,1,1
8797,Tom,Brown,2011,,,Non-STEM,1013,70797,0,1
8798,John,Johnson,2019,,,Non-STEM,1248,108808,0,0
8799,Jane,Brown,2007,,2010,STEM,877,64042,0,0
8800,Alice,Miller,2016,,2018,STEM,937,80663,0,1
8801,Tom,Smith,2023,,,STEM,1377,101554,0,0
8802,Mike,Brown,2007,,2010,Non-STEM,950,54802,1,1
8803,Tom,Miller,2009,,2011,STEM,1144,114112,0,0
8804,Alice,Johnson,2012,,,STEM,903,84364,0,0
8805,John,Johnson,2015,,,STEM,1449,121237,0,1
8806,Tom,Miller,2019,,,STEM,1581,84700,0,1
8807,John,Williams,2014,,,STEM,1322,127847,0,1
8808,Jane,Miller,2003,,2006,STEM,804,71169,0,0
8809,John,Johnson,2020,,,STEM,1421,119954,0,0
8810,Tom,Williams,2012,,2013,Non-STEM,1341,81635,0,0
8811,Sara,Williams,2008,,,STEM,1328,100347,0,1
8812,Tom,Brown,2021,,2023,STEM,1123,41987,1,0
8813,Sara,Johnson,2005,,,Non-STEM,871,111087,0,0
8814,Tom,Williams,2009,,,Non-STEM,989,44190,1,1
8815,Mike,Johnson,2019,,,STEM,999,38248,1,1
8816,Sara,Johnson,2020,,,Non-STEM,656,35422,1,1
8817,Alice,Smith,2018,,2020,STEM,1151,59729,1,1
8818,Jane,Jones,2001,,,STEM,821,70103,0,1
8819,Mike,Williams,2013,,2016,Non-STEM,803,55698,1,0
8820,Mike,Williams,2013,,,STEM,1200,48884,1,0
8821,Tom,Johnson,2005,,2006,STEM,974,70137,0,0
8822,Tom,Miller,2009,,2010,STEM,1319,37032,1,0
8823,Tom,Johnson,2017,,,Non-STEM,1001,90480,0,0
8824,Sara,Johnson,2020,,2022,Non-STEM,1163,81474,0,1
8825,Tom,Brown,2015,,2018,Non-STEM,1140,110755,0,1
8826,Mike,Jones,2020,,2021,STEM,901,44054,1,1
8827,Jane,Miller,2021,,,STEM,932,82243,0,0
8828,Tom,Jones,2011,,,Non-STEM,1046,117824,0,0
8829,Mike,Smith,2013,,2016,STEM,1024,102120,0,0
8830,John,Brown,2022,,2024,Non-STEM,1080,91341,0,1
8831,Sara,Smith,2009,,,STEM,766,104763,0,1
8832,Mike,Williams,2004,,,STEM,853,107749,0,1
8833,Sara,Brown,2011,,,STEM,928,92410,0,1
8834,Tom,Smith,2010,,2012,Non-STEM,1286,53191,1,1
8835,Mike,Jones,2014,,,STEM,1186,62018,0,0
8836,Sara,Johnson,2015,,,Non-STEM,1109,91846,0,1
8837,Jane,Jones,2009,,,Non-STEM,1439,93547,0,1
8838,Mike,Smith,2000,,,Non-STEM,1335,90829,0,1
8839,Tom,Williams,2021,,,Non-STEM,1242,105872,0,1
8840,Alice,Williams,2004,,,STEM,972,53434,1,0
8841,Mike,Brown,2001,,,STEM,824,93985,0,0
8842,Jane,Smith,2016,,2019,STEM,1365,104942,0,1
8843,Jane,Jones,2012,,,STEM,1341,86640,0,0
8844,Mike,Jones,2014,,,Non-STEM,616,27557,1,0
8845,Sara,Smith,2015,,2017,Non-STEM,1094,69075,0,0
8846,John,Williams,2012,,,STEM,846,94229,0,0
8847,Tom,Johnson,2011,,,Non-STEM,940,12572,1,0
8848,Sara,Brown,2008,,,STEM,1442,90928,0,1
8849,Sara,Williams,2017,,,Non-STEM,842,51598,1,0
8850,Tom,Johnson,2019,,,Non-STEM,524,100266,0,0
8851,Sara,Miller,2014,,,Non-STEM,1147,41788,1,1
8852,John,Brown,2003,,,Non-STEM,1221,87778,0,0
8853,Mike,Miller,2007,,,STEM,1138,115562,0,0
8854,Sara,Johnson,2021,,2024,Non-STEM,744,106180,0,0
8855,Tom,Johnson,2013,,,STEM,1056,79398,0,1
8856,Alice,Jones,2009,,,STEM,1319,97895,0,1
8857,Sara,Johnson,2020,,,STEM,806,75657,0,0
8858,John,Miller,2004,,2005,STEM,1291,123812,0,1
8859,Tom,Brown,2023,,2024,STEM,971,100301,0,0
8860,Sara,Jones,2006,,2009,STEM,1325,39177,1,0
8861,John,Jones,2012,,,STEM,1066,101892,0,0
8862,Tom,Smith,2010,,,Non-STEM,1223,46102,1,0
8863,Mike,Brown,2008,,,STEM,1191,66269,0,1
8864,Sara,Smith,2023,,,Non-STEM,986,85566,0,0
8865,John,Miller,2005,,,STEM,1066,114565,0,0
8866,Tom,Johnson,2019,,,Non-STEM,831,94072,0,1
8867,Alice,Johnson,2006,,,STEM,846,74492,0,1
8868,Mike,Brown,2011,,,Non-STEM,1235,83018,0,1
8869,Alice,Johnson,2015,,,Non-STEM,970,48015,1,1
8870,John,Johnson,2016,,,Non-STEM,1093,99245,0,1
8871,Mike,Miller,2022,,,STEM,1336,42388,1,1
8872,Sara,Johnson,2002,,,STEM,1107,69893,0,0
8873,John,Williams,2012,,2013,Non-STEM,1244,79016,0,1
8874,Tom,Brown,2019,,,Non-STEM,1102,107344,0,0
8875,Tom,Smith,2014,,,STEM,1228,54760,1,0
8876,Alice,Miller,2009,,2012,STEM,1020,49896,1,1
8877,Tom,Miller,2010,,2012,STEM,1471,110305,0,0
8878,Alice,Smith,2022,,,STEM,893,53410,1,1
8879,Mike,Miller,2022,,,Non-STEM,1112,102729,0,1
8880,Jane,Jones,2002,,,STEM,989,28195,1,0
8881,Jane,Smith,2021,,,STEM,911,42148,1,1
8882,Tom,Johnson,2007,,,Non-STEM,969,168805,0,1
8883,Jane,Williams,2006,,2007,Non-STEM,1160,32138,1,1
8884,Alice,Smith,2014,,,STEM,1201,68497,0,0
8885,Mike,Miller,2010,,,Non-STEM,961,52533,1,1
8886,Tom,Miller,2020,,2023,STEM,1272,137094,0,1
8887,Sara,Jones,2002,,,STEM,1136,89673,0,0
8888,Tom,Miller,2002,,2004,STEM,1035,114737,0,0
8889,Alice,Johnson,2023,,2026,Non-STEM,1042,45367,1,1
8890,John,Brown,2020,,,Non-STEM,1273,85431,0,1
8891,Sara,Smith,2023,,2025,STEM,989,48517,1,1
8892,Alice,Smith,2000,,2003,STEM,1166,93089,0,1
8893,Sara,Miller,2018,,,Non-STEM,999,23768,1,0
8894,Sara,Smith,2004,,,Non-STEM,1151,85938,0,1
8895,John,Brown,2015,,,STEM,831,58363,1,1
8896,Tom,Brown,2014,,,Non-STEM,1228,115286,0,1
8897,Sara,Miller,2020,,2023,Non-STEM,1272,6174,1,0
8898,John,Johnson,2012,,2013,STEM,1102,31419,1,1
8899,John,Brown,2020,,2023,STEM,1111,79336,0,1
8900,Mike,Williams,2008,,2011,STEM,959,82246,0,0
8901,John,Miller,2003,,,STEM,964,21194,1,0
8902,Tom,Williams,2023,,2025,STEM,1065,46579,1,1
8903,Mike,Jones,2010,,2011,STEM,935,42268,1,0
8904,Alice,Smith,2003,,2004,STEM,864,51186,1,1
8905,Tom,Brown,2019,,,STEM,1371,56542,1,1
8906,Tom,Williams,2013,,2014,STEM,961,107565,0,1
8907,Mike,Jones,2010,,,STEM,1147,86937,0,1
8908,John,Johnson,2006,,,Non-STEM,1218,71261,0,1
8909,Tom,Jones,2012,,,Non-STEM,943,79814,0,1
8910,Mike,Brown,2019,,2022,STEM,744,56792,1,1
8911,Alice,Johnson,2008,,,STEM,1086,121987,0,0
8912,John,Smith,2023,,2025,STEM,866,57543,1,1
8913,Tom,Johnson,2004,,,STEM,849,70652,0,0
8914,Tom,Miller,2001,,,Non-STEM,1170,124516,0,0
8915,Mike,Johnson,2004,,2006,STEM,1186,90041,0,1
8916,John,Brown,2005,,,Non-STEM,1114,42255,1,1
8917,Mike,Smith,2012,,,STEM,1117,76556,0,1
8918,Sara,Miller,2003,,2005,STEM,1220,91222,0,1
8919,Sara,Smith,2008,,,Non-STEM,1200,45432,1,1
8920,Mike,Johnson,2001,,,Non-STEM,747,0,1,0
8921,Alice,Williams,2010,,2011,Non-STEM,1040,70785,0,1
8922,Sara,Jones,2020,,,STEM,858,69913,0,1
8923,John,Johnson,2021,,,STEM,1421,52399,1,0
8924,Alice,Williams,2023,,2025,STEM,978,112813,0,1
8925,Alice,Brown,2012,,,Non-STEM,1568,53761,1,1
8926,Sara,Brown,2010,,,Non-STEM,1167,136942,0,1
8927,Mike,Jones,2006,,2008,Non-STEM,1123,104052,0,1
8928,Mike,Williams,2010,,,STEM,979,15049,1,1
8929,Jane,Jones,2010,,,Non-STEM,869,60385,0,0
8930,John,Jones,2017,,,STEM,1084,78934,0,1
8931,Jane,Miller,2023,,,STEM,1084,49107,1,1
8932,Jane,Johnson,2004,,2006,STEM,1315,118857,0,1
8933,Sara,Johnson,2003,,,Non-STEM,1023,69280,0,1
8934,Sara,Williams,2023,,,STEM,1271,78691,0,1
8935,John,Williams,2007,,,Non-STEM,889,48035,1,1
8936,Jane,Jones,2004,,,STEM,1082,100157,0,0
8937,Mike,Johnson,2004,,,Non-STEM,1441,98278,0,1
8938,Jane,Smith,2005,,2006,STEM,865,57579,1,1
8939,Sara,Johnson,2020,,,Non-STEM,1091,96332,0,0
8940,Tom,Johnson,2006,,,STEM,1182,97568,0,1
8941,Jane,Williams,2017,,2019,Non-STEM,1157,76834,0,1
8942,Mike,Brown,2018,,,Non-STEM,1287,42843,1,1
8943,Sara,Smith,2002,,,Non-STEM,960,114955,0,1
8944,Alice,Johnson,2015,,,STEM,974,76321,0,1
8945,Sara,Miller,2011,,2013,STEM,988,103147,0,1
8946,Jane,Smith,2001,,,Non-STEM,770,60223,0,1
8947,Alice,Smith,2014,,,STEM,1124,124101,0,1
8948,Alice,Miller,2004,,2006,STEM,867,45978,1,1
8949,Mike,Brown,2006,,,Non-STEM,736,81652,0,1
8950,Sara,Miller,2005,,,STEM,1205,97214,0,0
8951,Jane,Brown,2010,,,Non-STEM,1099,74358,0,0
8952,Tom,Jones,2010,,,Non-STEM,875,38877,1,1
8953,Sara,Smith,2018,,,Non-STEM,1215,77716,0,1
8954,Tom,Williams,2020,,,Non-STEM,1088,55973,1,0
8955,John,Johnson,2023,,2026,STEM,1402,90151,0,1
8956,Alice,Smith,2005,,,Non-STEM,1105,105983,0,1
8957,Jane,Smith,2006,,2008,STEM,834,78785,0,0
8958,Sara,Williams,2012,,2015,Non-STEM,644,78719,0,1
8959,Jane,Miller,2005,,2008,STEM,1078,127793,0,0
8960,Tom,Brown,2001,,2004,Non-STEM,1085,63121,0,1
8961,John,Williams,2010,,,Non-STEM,1133,52681,1,0
8962,Mike,Brown,2012,,2013,Non-STEM,1197,75037,0,0
8963,Tom,Williams,2005,,,Non-STEM,945,46514,1,1
8964,Jane,Johnson,2003,,,Non-STEM,1076,30756,1,0
8965,Mike,Johnson,2016,,,STEM,1345,89739,0,0
8966,John,Brown,2009,,,STEM,1194,89910,0,0
8967,Jane,Jones,2013,,,STEM,1108,85789,0,1
8968,Alice,Smith,2010,,,Non-STEM,1257,109381,0,0
8969,Sara,Miller,2020,,2022,STEM,1365,54639,1,1
8970,Jane,Smith,2001,,2003,STEM,1027,50333,1,1
8971,Mike,Johnson,2002,,,Non-STEM,1039,76390,0,1
8972,Mike,Miller,2021,,,Non-STEM,1314,34542,1,0
8973,Jane,Smith,2023,,,Non-STEM,970,39135,1,1
8974,Jane,Williams,2001,,,Non-STEM,1166,150337,0,1
8975,John,Jones,2018,,,STEM,1275,76555,0,1
8976,Alice,Johnson,2008,,,STEM,1172,75682,0,1
8977,Tom,Miller,2005,,,STEM,977,35135,1,1
8978,John,Brown,2020,,,STEM,978,112565,0,0
8979,Alice,Jones,2001,,2004,STEM,1347,62224,0,1
8980,Mike,Johnson,2000,,2001,STEM,1258,112189,0,1
8981,John,Smith,2006,,,Non-STEM,1208,80176,0,1
8982,Alice,Johnson,2018,,,STEM,1026,56113,1,1
8983,Alice,Johnson,2007,,2009,STEM,848,49991,1,0
8984,Alice,Miller,2015,,,Non-STEM,1188,72642,0,0
8985,Alice,Jones,2008,,,Non-STEM,812,93747,0,0
8986,Jane,Williams,2020,,,Non-STEM,918,57842,1,0
8987,John,Smith,2012,,,STEM,910,86135,0,1
8988,Mike,Smith,2019,,,Non-STEM,1025,89076,0,1
8989,Alice,Johnson,2003,,,STEM,1309,96491,0,1
8990,Alice,Williams,2001,,,Non-STEM,1163,131415,0,1
8991,Alice,Miller,2006,,,STEM,1177,144009,0,0
8992,Sara,Jones,2005,,2006,STEM,1164,70646,0,0
8993,Sara,Williams,2005,,2008,STEM,656,64557,0,0
8994,Mike,Miller,2018,,,Non-STEM,1016,139298,0,1
8995,Jane,Miller,2001,,,STEM,1065,76183,0,1
8996,John,Miller,2009,,2010,Non-STEM,1073,80402,0,0
8997,Sara,Brown,2013,,,STEM,1066,42174,1,1
8998,John,Brown,2001,,2003,STEM,1081,0,1,1
8999,Sara,Miller,2006,,2007,Non-STEM,1263,18232,1,1
9000,Alice,Miller,2022,,2024,Non-STEM,1226,83671,0,0
9001,Jane,Johnson,2020,,2023,Non-STEM,1185,83440,0,0
9002,Alice,Brown,2001,,2003,STEM,977,76658,0,1
9003,Alice,Johnson,2001,,,Non-STEM,911,86250,0,0
9004,Alice,Johnson,2015,,,STEM,1007,92626,0,0
9005,Jane,Williams,2008,,2009,Non-STEM,1263,52222,1,1
9006,Jane,Williams,2009,,,STEM,974,112546,0,0
9007,Jane,Smith,2016,,2017,STEM,537,97302,0,0
9008,Alice,Williams,2007,,,STEM,1197,0,1,1
9009,Tom,Smith,2007,,,Non-STEM,1154,38783,1,0
9010,Sara,Jones,2020,,,STEM,1270,98037,0,0
9011,Jane,Brown,2019,,2021,STEM,905,105421,0,1
9012,Mike,Williams,2006,,,Non-STEM,1425,96817,0,1
9013,Sara,Johnson,2023,,,Non-STEM,891,92476,0,1
9014,Tom,Johnson,2011,,,STEM,919,79666,0,1
9015,Alice,Johnson,2022,,2023,Non-STEM,986,30737,1,1
9016,Jane,Johnson,2010,,,Non-STEM,854,117279,0,1
9017,John,Johnson,2018,,2019,STEM,705,66754,0,0
9018,John,Smith,2010,,2011,STEM,1425,132261,0,1
9019,Jane,Miller,2015,,2018,Non-STEM,1005,90028,0,0
9020,Alice,Williams,2012,,2013,STEM,773,72147,0,1
9021,Sara,Smith,2001,,,STEM,995,62520,0,0
9022,Jane,Johnson,2012,,,STEM,1154,113261,0,0
9023,Tom,Johnson,2016,,,STEM,733,144117,0,1
9024,Jane,Brown,2006,,2009,STEM,916,32620,1,1
9025,Mike,Miller,2016,,,STEM,912,107850,0,1
9026,Tom,Johnson,2014,,2017,Non-STEM,933,17468,1,0
9027,Jane,Williams,2020,,2022,Non-STEM,1288,43950,1,1
9028,Jane,Brown,2005,,,STEM,1053,103014,0,1
9029,Sara,Brown,2016,,2019,Non-STEM,885,109544,0,1
9030,Mike,Smith,2004,,,STEM,1374,92328,0,1
9031,Mike,Brown,2007,,2009,STEM,902,61984,0,1
9032,Alice,Williams,2005,,2006,STEM,938,121679,0,1
9033,Tom,Williams,2018,,,Non-STEM,1012,156682,0,1
9034,Tom,Williams,2018,,,Non-STEM,1281,91250,0,0
9035,Sara,Jones,2022,,,STEM,795,86580,0,1
9036,Sara,Williams,2010,,2011,STEM,959,40720,1,0
9037,Alice,Jones,2012,,,STEM,1184,48020,1,0
9038,John,Brown,2006,,,STEM,1048,102579,0,0
9039,Jane,Williams,2017,,2019,STEM,843,33271,1,0
9040,Mike,Johnson,2018,,2021,Non-STEM,811,77006,0,1
9041,Alice,Williams,2001,,,Non-STEM,1019,54109,1,1
9042,Sara,Johnson,2011,,,STEM,1146,69771,0,1
9043,Tom,Brown,2019,,,Non-STEM,699,73507,0,1
9044,Jane,Williams,2012,,,STEM,1076,88002,0,0
9045,Alice,Johnson,2016,,,STEM,1206,73268,0,1
9046,John,Williams,2001,,2003,STEM,1003,86615,0,1
9047,Alice,Williams,2022,,,STEM,1026,54323,1,0
9048,Tom,Miller,2010,,,Non-STEM,874,77086,0,1
9049,Sara,Jones,2018,,,STEM,865,71049,0,0
9050,Sara,Brown,2014,,,Non-STEM,1258,73362,0,1
9051,Tom,Williams,2014,,,STEM,1363,47194,1,1
9052,Mike,Johnson,2013,,2014,STEM,1406,91446,0,0
9053,Mike,Williams,2012,,,STEM,990,121083,0,1
9054,Sara,Johnson,2015,,2016,Non-STEM,647,112102,0,1
9055,Jane,Jones,2004,,,Non-STEM,1026,15772,1,0
9056,Jane,Jones,2001,,,STEM,963,102918,0,1
9057,Sara,Brown,2017,,,STEM,1063,78192,0,1
9058,John,Williams,2002,,,Non-STEM,1090,86599,0,1
9059,John,Johnson,2012,,2013,STEM,1193,102893,0,1
9060,John,Jones,2008,,2011,Non-STEM,1014,78342,0,0
9061,Mike,Brown,2004,,2007,STEM,1088,91408,0,0
9062,Tom,Brown,2020,,,Non-STEM,756,66073,0,0
9063,Tom,Johnson,2007,,,STEM,1032,104494,0,1
9064,John,Smith,2012,,2014,STEM,1252,64790,0,1
9065,Mike,Smith,2018,,,STEM,801,59492,1,1
9066,Tom,Miller,2023,,,Non-STEM,939,124546,0,0
9067,Alice,Jones,2000,,2001,STEM,861,25887,1,0
9068,John,Johnson,2010,,,Non-STEM,764,45130,1,1
9069,Sara,Brown,2013,,,STEM,870,70863,0,1
9070,Sara,Brown,2006,,,Non-STEM,974,80527,0,1
9071,Jane,Brown,2000,,,STEM,1060,156741,0,1
9072,Alice,Smith,2007,,,Non-STEM,951,64230,0,1
9073,Jane,Miller,2008,,,STEM,1051,102196,0,0
9074,John,Johnson,2023,,,Non-STEM,1046,114528,0,1
9075,Alice,Williams,2001,,,STEM,751,81201,0,1
9076,Alice,Williams,2020,,,Non-STEM,1014,122787,0,0
9077,Jane,Smith,2004,,,STEM,1052,71148,0,0
9078,Tom,Smith,2012,,,STEM,1032,64836,0,1
9079,Mike,Smith,2004,,,Non-STEM,1144,84781,0,1
9080,Sara,Johnson,2022,,2023,Non-STEM,1124,91780,0,1
9081,Tom,Brown,2001,,2003,STEM,830,114846,0,0
9082,Mike,Johnson,2019,,,Non-STEM,1416,33188,1,0
9083,Tom,Smith,2018,,2020,STEM,1099,106663,0,1
9084,Tom,Williams,2012,,,Non-STEM,721,24505,1,0
9085,Alice,Smith,2017,,,STEM,1137,50400,1,0
9086,Mike,Johnson,2005,,,STEM,1076,8159,1,1
9087,Mike,Johnson,2020,,,STEM,1041,104895,0,0
9088,Sara,Miller,2010,,,Non-STEM,1266,70829,0,0
9089,Tom,Johnson,2009,,,STEM,1033,50201,1,0
9090,Tom,Brown,2006,,2008,STEM,1034,58624,1,1
9091,Jane,Smith,2020,,2022,Non-STEM,698,102719,0,0
9092,Tom,Smith,2003,,,Non-STEM,1172,70878,0,1
9093,Tom,Miller,2012,,,Non-STEM,597,38103,1,1
9094,Sara,Miller,2014,,2015,Non-STEM,990,84522,0,0
9095,John,Williams,2022,,,Non-STEM,606,115501,0,0
9096,Tom,Brown,2016,,2017,Non-STEM,1410,70270,0,1
9097,Sara,Miller,2022,,,Non-STEM,1267,97100,0,0
9098,Tom,Jones,2007,,,Non-STEM,1397,106520,0,1
9099,Alice,Williams,2021,,2023,Non-STEM,808,74927,0,0
9100,Mike,Jones,2020,,2023,STEM,1006,62511,0,1
9101,Sara,Williams,2006,,,STEM,1133,36972,1,0
9102,Sara,Johnson,2021,,2023,Non-STEM,1211,40127,1,1
9103,Sara,Williams,2021,,,STEM,982,52138,1,0
9104,Alice,Smith,2022,,,Non-STEM,1308,74884,0,0
9105,Jane,Williams,2017,,,Non-STEM,896,31005,1,1
9106,Sara,Jones,2006,,,STEM,1432,40253,1,1
9107,Sara,Johnson,2019,,,Non-STEM,1299,97485,0,1
9108,Sara,Brown,2023,,,STEM,1071,113894,0,1
9109,Tom,Miller,2006,,,Non-STEM,774,41909,1,0
9110,Tom,Johnson,2009,,2010,Non-STEM,993,55672,1,1
9111,Jane,Jones,2015,,,Non-STEM,964,37182,1,1
9112,Jane,Jones,2000,,2003,Non-STEM,1094,88301,0,1
9113,Mike,Johnson,2011,,2013,STEM,908,27979,1,0
9114,Tom,Jones,2013,,2014,STEM,935,42748,1,1
9115,Jane,Miller,2005,,,Non-STEM,1000,87216,0,0
9116,Jane,Johnson,2000,,,Non-STEM,895,109184,0,0
9117,Jane,Williams,2011,,,STEM,774,74324,0,1
9118,Tom,Miller,2011,,,Non-STEM,1105,117649,0,1
9119,Tom,Smith,2014,,2016,STEM,1077,73691,0,1
9120,Sara,Johnson,2000,,2003,STEM,880,63755,0,1
9121,John,Johnson,2011,,,STEM,1007,80064,0,1
9122,Tom,Jones,2019,,2020,Non-STEM,1246,107890,0,1
